,ID,none_sent,lm_sent,none_pred,LM_pred,true
189026,b33b9330-aa23-4132-91cc-6c7024e22e5e,stutterfly  weather ,"stutterfly  weather stutterfly was a post-hardcore/nu metal band formed in 1998, stutterfly started in kelowna, british columbia, canada, with four members: chris stickney , jordan chase , bradyn byron , and craig langerud . in 2003, jason ciolli  joined the band, and the next year ryan loerke took over on drums.",B-LOC O,B-GRP O,B-GRP O
22738,9a5f8a68-201e-451e-aed4-a6dbd866c304,artie  bell  guide ,artie  bell  guide arthur james bell  was a british  motorcycle road racer who became known for his short post-world war ii isle of man tt career that came to notice with his second-place finish in the 1947 isle of man tt on a second-hand 500cc norton he bought himself on which he led for three of the seven laps.,B-LOC O O,B-PER I-PER O,B-PER I-PER O
172253,210c7be0-e7db-4c01-9122-c2b5931651f3,brazil  is  a  major  producer  of  orange  . ,"brazil  is  a  major  producer  of  orange  . brazil , officially the federative republic of brazil , is the largest country in south america and in latin america. at 8.5 million square kilometers  and with over 217 million people, brazil is the world's fifth-largest country by area and the seventh most populous.",O O O O O O B-PROD O,B-LOC O O O O O B-PROD O,B-LOC O O O O O B-PROD O
190374,ef719bf1-6fe0-462e-90ae-246870e7787d,david  copperfield  was  filmed  there  in  2000  . ,"david  copperfield  was  filmed  there  in  2000  . david copperfield  is a novel in the bildungsroman genre by charles dickens, narrated by the eponymous david copperfield, detailing his adventures in his journey from infancy to maturity. it was first published as a serial in 1849 and 1850 and as a book in 1850.",B-PER I-PER O O O O O O,B-CW I-CW O O O O O O,B-CW I-CW O O O O O O
21969,8855266e-f287-4f0a-940c-bcefea2dd15d,asmat  also  managed  the  company  's  involvement  in  a1  team  malaysia  . ,"asmat  also  managed  the  company  's  involvement  in  a1  team  malaysia  . malaysia  is a country in southeast asia. the federal constitutional monarchy consists of thirteen states and three federal territories, separated by the south china sea into two regions: peninsular malaysia and borneo's east malaysia.",O O O O O O O O B-CORP I-GRP I-GRP O,O O O O O O O O B-GRP I-GRP I-GRP O,O O O O O O O O B-GRP I-GRP I-GRP O
18890,e590cf29-94aa-495c-9f9e-974dea470c90,call  irem  software  engineering ,"call  irem  software  engineering irem software engineering is a japanese video game console developer and publisher, and formerly a developer and manufacturer of arcade games as well. the company has its headquarters in chiyoda, tokyo.the full name of the company that uses the brand is irem software engineering.",O B-CORP O O,O B-CORP I-CORP I-CORP,O B-CORP I-CORP I-CORP
96166,6542b404-5e40-4a3c-b7f6-330feab7a9de,cypress  university  of  the  arts  helsinki ,"cypress  university  of  the  arts  helsinki cypress is a common name for various coniferous trees or shrubs of northern temperate regions that belong to the family cupressaceae. the word cypress is derived from old french cipres, which was imported from latin cypressus, the latinisation of the greek κυπάρισσος .",B-GRP I-GRP I-GRP I-GRP I-GRP I-GRP,O B-GRP I-GRP I-GRP I-GRP I-GRP,O B-GRP I-GRP I-GRP I-GRP I-GRP
96930,25b722cf-2e46-4650-bd34-b352564af0f6,what  is  ein  arik ,"what  is  ein  arik ein 'arik  is a palestinian town in the ramallah and al-bireh governorate, located 7 kilometers west of ramallah in the northern west bank. according to the palestinian central bureau of statistics , the town had a population of 1,567 inhabitants consisting of muslims  and christians  in 2007.",O O O B-PROD,O O B-LOC I-LOC,O O B-LOC I-LOC
150704,87ad26e1-9fa6-46fe-ab32-dc5e3254290a,helene  millard  red ,"helene  millard  red helene millard  was an american supporting actress of the 1930s and 1940s. millard began acting on stage in los angeles when she was in the seventh grade.millard left the pasadena players in july 1926 to go to denver, where she had a one-year contract to perform with the wilkes stock company.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
109760,174f1c8f-9551-469a-99ef-f558d2878b2f,moods  of  norway  company ,"moods  of  norway  company norway, officially the kingdom of norway, is a nordic country in northern europe, the mainland territory of which comprises the western and northernmost portion of the scandinavian peninsula. the remote arctic island of jan mayen and the archipelago of svalbard also form part of norway.",B-CORP I-CORP I-CORP I-CORP,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
186564,76b7ee7b-b0b2-4c12-a992-ebf2e1057be5,"it  is  a  loose  concept  album  ,  inspired  by  the  culture  ,  history  ,  and  music  of  people's  republic  of  china  . ","it  is  a  loose  concept  album  ,  inspired  by  the  culture  ,  history  ,  and  music  of  people's  republic  of  china  . china , officially the people's republic of china , is a country in east asia. it is the world's most populous country, with a population exceeding 1.4 billion, slightly ahead of india.",O O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O,O O O O B-CW I-CW O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O,O O O O B-CW I-CW O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O
147866,3fc0220e-7d8e-47cd-ad97-37790013377e,ernest  borel  direct  deposit  form ,"ernest  borel  direct  deposit  form ernest borel is a watch manufacturer founded in 1856 in neuchatel, switzerland. they have traditionally focused on export markets outside europe and won several awards in the late 19th century, including first place in the 1866 neuchatel observatory timing accuracy competition.",B-PER I-PER O O O,B-CORP I-CORP O O O,B-CORP I-CORP O O O
47935,898dd987-2f59-4589-afa7-4f4cb56186d0,jetcruzer  software ,"jetcruzer  software the aasi jetcruzer was an american single turboprop light civil transport made by advanced aerodynamics and structures inc. the jetcruzer had an unusual configuration, with a single turboprop engine driving a pusher propeller, a prominent canard, and fins mounted at the ends of its swept wings.",B-CW O,B-PROD O,B-PROD O
191642,65b03048-aeec-4e3a-b917-df2814d64f0f,"kibar  is  also  a  successful  poker  player  ,  and  won  the  first  tournament  he  ever  entered  in  2006  . ","kibar  is  also  a  successful  poker  player  ,  and  won  the  first  tournament  he  ever  entered  in  2006  . kibar is a turkish name. notable people with this name include:kibar khalvashi , georgian businessmankibar tatar , turkish boxermelih kibar , turkish composerosman kibar , turkish-american billionaire",O O O O O B-CORP O O O O O O O O O O O O O,O O O O O B-CW O O O O O O O O O O O O O,O O O O O B-CW O O O O O O O O O O O O O
83288,4bea9d6a-e54f-4677-812b-fecff09631f8,"ian  donald  ,  pioneer  of  diagnostic  and  obstetric  medical  ultrasound ","ian  donald  ,  pioneer  of  diagnostic  and  obstetric  medical  ultrasound ian donald   was an english physician who pioneered the diagnostic use of ultrasound in obstetrics, enabling the visual discovery of abnormalities during pregnancy. donald was born in cornwall, england, to a scottish family of physicians.",B-PER I-PER O O O O O O O B-PROD,B-PER I-PER O O O O O O O O,B-PER I-PER O O O O O O O O
71631,0adcced9-d509-4807-be58-186abfe10162,"paul  heaton  ,  former  member  of  the  housemartins  went  on  to  front  the  beautiful  south  . ","paul  heaton  ,  former  member  of  the  housemartins  went  on  to  front  the  beautiful  south  . paul david heaton  is an english singer-songwriter. he was the frontman of the housemartins, who had success with the singles ""happy hour"" and the uk number one ""caravan of love"" in 1986 before disbanding in 1988.",B-PER I-PER O O O O O B-GRP O O O O B-GRP I-GRP I-GRP O,B-PER I-PER O O O O B-GRP I-GRP O O O O B-GRP I-GRP I-GRP O,B-PER I-PER O O O O B-GRP I-GRP O O O O B-GRP I-GRP I-GRP O
10625,9c7cfec2-c090-4a86-839f-b86dd9342468,audencia  server ,"audencia  server audencia business school is a french grande école and business school located in nantes, france. it is one of the only 0.5% of business schools in the world accredited by the association of mbas , european quality improvement system , and the association to advance collegiate schools of business .",B-CORP O,B-GRP O,B-GRP O
106984,c5c5e443-9554-47ee-81f5-51ea53f51ed8,keri  russell  port ,"keri  russell  port keri lynn russell  is an american actress. she portrayed the titular character on the drama series felicity , which won her a golden globe award, and elizabeth jennings on the fx spy thriller series the americans , which earned her nominations for several primetime emmy and golden globe awards.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
130858,0718a586-81e7-4f8f-a179-37c2375de4a5,the  deanery  is  headquartered  in  the  village  of  avaldsnes  in  the  municipality  of  karmøy  . ,"the  deanery  is  headquartered  in  the  village  of  avaldsnes  in  the  municipality  of  karmøy  . avaldsnes is a village in karmøy municipality in rogaland county, norway. the village is located on the northeastern part of the island of karmøy, along the karmsundet strait, just south of the town of haugesund.",O O O O O O O O B-LOC O O B-LOC I-LOC B-LOC O,O O O O O O O O B-LOC O O O O B-LOC O,O O O O O O O O B-LOC O O O O B-LOC O
163111,bbfafd72-0477-4d9d-b2af-d79581f468e5,motorola  backflip  varieties ,"motorola  backflip  varieties motorola, inc.  was an american multinational telecommunications company based in schaumburg, illinois, united states. after having lost $4.3 billion from 2007 to 2009, the company split into two independent public companies, motorola mobility and motorola solutions on january 4, 2011.",B-CORP O O,B-PROD I-PROD O,B-PROD I-PROD O
68338,9f8ef42c-ef7e-45a7-9ca2-21470638485d,what  does  tickford  do ,"what  does  tickford  do tickford is an automobile engineering and testing business in newport pagnell, buckinghamshire, known for tuning and such products as the 140 mph tickford turbo capri. under the name salmons & sons and their tickford products the firm has an almost two century-long history of coachbuilding.",O O B-LOC O,O O B-CORP O,O O B-CORP O
30506,cf51aa46-680a-41be-960b-17ed93f4e6e3,"virgil  ,  georgics  4.341  ;  cf  .  nonnus  of  panopolis  ,  dionysiaca  41.153 ","virgil  ,  georgics  4.341  ;  cf  .  nonnus  of  panopolis  ,  dionysiaca  41.153 publius vergilius maro , usually called virgil or vergil  in english, was an ancient roman poet of the augustan period. he composed three of the most famous poems in latin literature: the eclogues , the georgics, and the epic aeneid.",O O B-CW O O O O B-PER I-PER I-PER O B-CW O,B-PER O B-CW O O O O B-PER I-PER I-PER O B-CW O,B-PER O B-CW O O O O B-PER I-PER I-PER O B-CW O
14288,431ffbe0-0921-4e5f-b72f-055d658d2971,br  030  is  a  federal  highway  of  brazil  . ,"br  030  is  a  federal  highway  of  brazil  . brazil , officially the federative republic of brazil , is the largest country in south america and in latin america. at 8.5 million square kilometers  and with over 217 million people, brazil is the world's fifth-largest country by area and the seventh most populous.",O O O O B-LOC I-LOC I-LOC B-LOC O,O O O O O O O B-LOC O,O O O O O O O B-LOC O
188484,740799f6-bcd1-453a-9fcc-e4e1eb654c13,flamingo  (  common  name  for  the  panzer  ii  flamm  ) ,"flamingo  (  common  name  for  the  panzer  ii  flamm  ) flamingos or flamingoes  are a type of wading bird in the family phoenicopteridae, which is the only extant family in the order phoenicopteriformes. there are four flamingo species distributed throughout the americas , and two species native to afro-eurasia.",O O O O O O B-PROD I-PROD I-PROD O,O O O O O O B-PROD I-PROD O O,O O O O O O B-PROD I-PROD O O
92368,32d235c1-f933-44f1-96a1-857300b33984,ode  to  newfoundland  official  anthem  of  newfoundland  and  labrador  . ,"ode  to  newfoundland  official  anthem  of  newfoundland  and  labrador  . newfoundland and labrador  is the easternmost province of canada, in the country's atlantic region. the province comprises the island of newfoundland and the continental region of labrador, having a total size of 405,212 square kilometres .",O O B-LOC O O O B-LOC I-LOC I-LOC O,B-CW I-CW I-CW O O O B-LOC I-LOC I-LOC O,B-CW I-CW I-CW O O O B-LOC I-LOC I-LOC O
100490,49544597-8617-4698-98e3-c9c4dcecc3b8,calories  in  kia  bongo ,"calories  in  kia  bongo kia corporation, commonly known as kia , is a south korean multinational automobile manufacturer headquartered in seoul, south korea. it is south korea's second largest automobile manufacturer, after its parent company, hyundai motor company, with sales of over 2.8 million vehicles in 2019.",O O B-CW I-CW,O O B-PROD I-PROD,O O B-PROD I-PROD
58379,2401128f-928d-4a45-8bac-113c80807365,in  1945  he  signed  with  monogram  pictures  to  make  a  series  of  movies  . ,"in  1945  he  signed  with  monogram  pictures  to  make  a  series  of  movies  . a monogram is a motif made by overlapping or combining two or more letters or other graphemes to form one symbol. monograms are often made by combining the initials of an individual or a company, used as recognizable symbols or logos.",O O O O O B-CORP I-CORP O O O O O O O,O O O O O B-GRP I-GRP O O O O O O O,O O O O O B-GRP I-GRP O O O O O O O
158778,98b3f80c-b7d4-4028-bd76-0f23880c3dcf,young  russia  forest ,"young  russia  forest russia , or the russian federation, is a transcontinental country spanning eastern europe and northern asia. it is the largest country in the world, with its internationally recognised territory covering 17,098,246 square kilometres , and encompassing one-eighth of earth's inhabitable landmass.",B-GRP I-GRP I-GRP,B-GRP I-GRP O,B-GRP I-GRP O
139950,a59ab203-95c8-4f65-8718-0d1dced2aaaf,"paradise  saint  john,  u.s.  virgin  islands ","paradise  saint  john,  u.s.  virgin  islands the united states of america , commonly known as the united states  or america, is a country primarily located in north america. it consists of 50 states, a federal district, five major unincorporated territories, nine minor outlying islands, and 326 indian reservations.",O I-LOC I-LOC I-LOC I-LOC I-LOC,O B-LOC I-LOC I-LOC I-LOC I-LOC,O B-LOC I-LOC I-LOC I-LOC I-LOC
61672,ed08d2fd-a34b-42e1-a629-4abc0fd754f6,aqyar  →  sevastopol  (  1826  ;  also  :  sebastopol  ) ,"aqyar  →  sevastopol  (  1826  ;  also  :  sebastopol  ) sevastopol , sometimes written sebastopol, is the largest city in crimea, and a major port on the black sea. due to its strategic location and the navigability of the city's harbours, sevastopol has been an important port and naval base throughout its history.",O O B-LOC O O O O O B-LOC O,O O B-LOC O O O O O O O,O O B-LOC O O O O O O O
159484,94cd3cd1-f4ba-4d29-a24d-2638e912d88e,since  2018  she  is  a  member  of  the  radical  party  of  oleh  lyashko  . ,"since  2018  she  is  a  member  of  the  radical  party  of  oleh  lyashko  . lyashko or liashko  is a gender-neutral ukrainian surname that may refer tooleg lyashko  , uzbekistani swimmeroleh lyashko , ukrainian politicianfirst lyashko governmentradical party of oleh lyashkooleksandr liashko , ukrainian politician",O O O O O O O O B-GRP I-GRP O B-PER I-PER O,O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O,O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O
105832,0481efc0-1d58-4d15-aef4-32d64c19c256,"cocorosie  –  vocals  ,  production ","cocorosie  –  vocals  ,  production cocorosie is an american musical group formed in 2003 by sisters sierra rose ""rosie"" and bianca leilani ""coco"" casady. the group's music has been described as folktronica, freak folk and ""new weird america"", and incorporates elements of pop, blues, opera, electronica, and hip hop.",B-PER O O O O,B-GRP O O O O,B-GRP O O O O
6029,e447b3d2-48e7-4ee4-9f82-8ed560c9682d,his  interest  in  odd  meters  pre  dated  dave  brubeck  time  out  album  . ,"his  interest  in  odd  meters  pre  dated  dave  brubeck  time  out  album  . david warren brubeck  was an american jazz pianist and composer. often regarded as a foremost exponent of cool jazz, brubeck's work is characterized by unusual time signatures and superimposing contrasting rhythms, meters, and tonalities.",O O O B-GRP I-GRP O O B-PER I-PER B-CW I-CW O O,O O O O O O O B-PER I-PER B-CW I-CW O O,O O O O O O O B-PER I-PER B-CW I-CW O O
143370,88b87fe9-1e97-4af5-8169-1ee35e8bda9c,"gorgonzola  (  )  is  a  town  in  the  metropolitan  city  of  milan  ,  lombardy  . ","gorgonzola  (  )  is  a  town  in  the  metropolitan  city  of  milan  ,  lombardy  . milan  is a city in northern italy, capital of lombardy, and the second-most populous city proper in italy after rome. the city proper has a population of about 1.4 million, while its metropolitan city has 3.26 million inhabitants.",O O O O O O O O B-LOC I-LOC O B-LOC O B-LOC O,O O O O O O O O B-LOC I-LOC I-LOC I-LOC O B-LOC O,O O O O O O O O B-LOC I-LOC I-LOC I-LOC O B-LOC O
102154,5f6b49f2-20fb-4d24-bcaa-6a21effe0cfe,what  county  is  robot  chicken  star  wars  episode  ii  ny ,"what  county  is  robot  chicken  star  wars  episode  ii  ny ny most commonly refers to:new york , a state in the northeastern united statesnew york city, the most populous city in the united states, located in the state of new yorkny, ny or ny may also refer to: ii is the roman numeral for 2. ii may also refer to:",O O O O O B-CW I-CW I-CW I-CW O,O O O B-CW I-CW I-CW I-CW I-CW I-CW O,O O O B-CW I-CW I-CW I-CW I-CW I-CW O
335,c9e2ac0b-aac6-4661-8f7f-395b6ed7b8e9,"call  culham,  oxfordshire ","call  culham,  oxfordshire oxfordshire is a ceremonial and non-metropolitan county in south east england. it is locally governed by oxfordshire county council and the lower-tier authorities of its five non-metropolitan districts: city of oxford, cherwell, south oxfordshire, vale of white horse, and west oxfordshire.",O B-LOC B-LOC,O B-LOC I-LOC,O B-LOC I-LOC
207977,3c016a18-bf2b-49b3-8732-8cf665ecd2cd,"cypresses  ,  an  1865  cycle  of  18  songs  by  antonín  dvořák ","cypresses  ,  an  1865  cycle  of  18  songs  by  antonín  dvořák antonín leopold dvořák  was a czech austro-hungarian composer. dvořák frequently employed rhythms and other aspects of the folk music of moravia and his native bohemia, following the romantic-era nationalist example of his predecessor bedřich smetana.",B-CW O O O O O O O O B-PER I-PER,O O O O O O O O O B-PER I-PER,O O O O O O O O O B-PER I-PER
172868,6228953e-f17d-4ae3-a643-6b1091f14fd0,she  taught  high  school  for  a  year  before  she  was  appointed  as  an  instructor  at  elmira  college  . ,"she  taught  high  school  for  a  year  before  she  was  appointed  as  an  instructor  at  elmira  college  . elmira college is a private college in elmira, new york. founded as a college for women in 1855, it is the oldest existing college granting degrees to women that were the equivalent of those given to men.",O O O O O O O O O O O O O O O B-LOC I-LOC O,O O O O O O O O O O O O O O O B-GRP I-GRP O,O O O O O O O O O O O O O O O B-GRP I-GRP O
187451,4e726a27-dd9f-4358-a11f-9d2b784e9a31,"runners  up  :  robert  elswit  –  good  night,  and  good  luck.  .  and  emmanuel  lubezki  –  the  new  world ","runners  up  :  robert  elswit  –  good  night,  and  good  luck.  .  and  emmanuel  lubezki  –  the  new  world robert christopher elswit, asc  is an american cinematographer. he has collaborated with paul thomas anderson on six of his films and won the academy award for best cinematography for there will be blood.",O O O B-PER I-PER O B-CW I-CW I-CW I-CW I-CW I-CW O B-PER I-PER O B-CW I-CW I-CW,O O O B-PER I-PER O B-CW I-CW I-CW I-CW I-CW O O B-PER I-PER O B-CW I-CW I-CW,O O O B-PER I-PER O B-CW I-CW I-CW I-CW I-CW O O B-PER I-PER O B-CW I-CW I-CW
41675,58185eef-c8da-4927-80d7-9ad4ffc59244,"following  the  disbandment  of  the  pussycat  dolls  in  2010  ,  robin  antin  suggested  that  the  group  would  be  revamped  with  new  members  . ","following  the  disbandment  of  the  pussycat  dolls  in  2010  ,  robin  antin  suggested  that  the  group  would  be  revamped  with  new  members  . robin antin is an american actress, entrepreneur, dancer, choreographer and clothing designer. in 1995, she founded the modern burlesque troupe the pussycat dolls.",O O O O O B-GRP I-GRP O O O B-PER I-PER O O O O O O O O O O O,O O O O B-GRP I-GRP I-GRP O O O B-PER I-PER O O O O O O O O O O O,O O O O B-GRP I-GRP I-GRP O O O B-PER I-PER O O O O O O O O O O O
108906,9c517fba-61bb-489f-93ee-c1ebce5da749,bill  kurtis  (  later  at  wbbm-tv  in  chicago  now  retired  ) ,"bill  kurtis  (  later  at  wbbm-tv  in  chicago  now  retired  ) chicago  is the most populous city in the u.s. state of illinois and the third most populous in the united states after new york city and los angeles. with a population of 2,746,388 in the 2020 census, it is also the most populous city in the midwest.",B-PER I-PER O O O B-CORP O O O O O,B-PER I-PER O O O B-CORP O B-LOC O O O,B-PER I-PER O O O B-CORP O B-LOC O O O
100667,a109ab5b-e816-4d74-af99-d744ac53e81d,waldhof-falkenstein  post  office  passport  volokolamsk ,"waldhof-falkenstein  post  office  passport  volokolamsk volokolamsk  is a town and the administrative center of volokolamsky district in moscow oblast, russia, located on the gorodenka river, not far from its confluence with the lama river, 129 kilometers  northwest of moscow. population: 23,433 ; 16,656 ; 18,226 .",B-CORP O O O B-LOC,B-LOC O O O B-LOC,B-LOC O O O B-LOC
190821,d69336b6-c665-496a-91ce-2d9625e9df02,douglas  aircraft  company  information ,douglas  aircraft  company  information the douglas aircraft company was an american aerospace manufacturer based in southern california. it was founded in 1921 by donald wills douglas sr. and later merged with mcdonnell aircraft in 1967 to form mcdonnell douglas; it then operated as a division of mcdonnell douglas.,B-CORP I-CORP O O,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
71901,97da8e6c-8852-4c7f-a179-baa35927f31a,sonderabteilung  lola  tracker ,"sonderabteilung  lola  tracker sonderabteilung lola  was an independent group under the german sicherheitsdienst in trondheim, kds drontheim referat iv. the sonderabteilung  consisted of around known 50-60 norwegian informants who worked for henry rinnan, many of whom were former frontline soldiers in the waffen ss.",O B-PROD I-PROD,B-GRP I-GRP O,B-GRP I-GRP O
159016,fdc12a85-d680-44ba-ac33-1553610d34a2,"what  county  is  leigh,  staffordshire  introbio ","what  county  is  leigh,  staffordshire  introbio staffordshire  is a landlocked county in the west midlands region of england. introbio  is a comune  in the province of lecco in the italian region lombardy, located about 60 kilometres  northeast of milan and about 14 kilometres  northeast of lecco in the valsassina.",O O O B-LOC I-LOC B-CW,O O O B-LOC I-LOC B-LOC,O O O B-LOC I-LOC B-LOC
160564,670d2988-0001-4e85-8b07-a14942d1739c,it  is  found  in  brazil  (  minas  gerais  )  . ,"it  is  found  in  brazil  (  minas  gerais  )  . brazil , officially the federative republic of brazil , is the largest country in south america and in latin america. at 8.5 million square kilometers  and with over 217 million people, brazil is the world's fifth-largest country by area and the seventh most populous.",O O O O B-LOC O B-LOC I-LOC O O,O O O O B-LOC O O O O O,O O O O B-LOC O O O O O
190647,969eca99-e952-41b5-97b8-6a79302c14fc,1963  chevrolet  corvette  coupe  “  rondine  ”  concept  car ,"1963  chevrolet  corvette  coupe  “  rondine  ”  concept  car chevrolet   is an american automobile division of the american manufacturer general motors . louis chevrolet , arthur chevrolet and ousted general motors founder william c. durant  started the company on november 3, 1911 as the chevrolet motor car company.",O B-PROD I-PROD I-PROD O O O O O,O B-PROD I-PROD O O O O O O,O B-PROD I-PROD O O O O O O
215281,a5dd342f-06a7-4e06-9812-cd685c3ab66d,sumo  digital  stock  dividend ,"sumo  digital  stock  dividend sumo  is a form of competitive full-contact wrestling where a rikishi  attempts to force his opponent out of a circular ring  or into touching the ground with any body part other than the soles of his feet . digital usually refers to something using discrete digits, often binary digits.",B-CORP O O O,B-CORP I-CORP O O,B-CORP I-CORP O O
46605,11c51755-5399-45a9-accb-8508eea249be,first  ever  dornier  libelle ,"first  ever  dornier  libelle the dornier libelle , also designated do a, was a german open-cockpit, all-metal, parasol wing, monoplane flying boat aircraft, with partly fabric-covered wings. a landplane version, built without sponsons and fitted with a fixed tailwheel undercarriage was produced as the dornier spatz.",O O B-CORP I-PROD,O O B-PROD I-PROD,O O B-PROD I-PROD
172456,6e746e11-a6ac-4246-8b46-81a76df34b65,daria  dmitrieva  animal ,"daria  dmitrieva  animal darya andreyevna dmitriyeva  is a russian rhythmic gymnast. she is the 2012 olympic all-around silver medalist, the 2010 world ribbon champion, the 2012 grand prix final all-around champion, 2011 grand prix final all-around silver medalist and 2010 grand prix final all-around bronze medalist.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
33837,0206fb02-354b-444f-a85f-56b3815d6012,chang  hwa  bank  co ,"chang  hwa  bank  co chang hwa bank  is a taiwan-based financial institution that offers both retail and commercial banking services to private and corporate customers. today, the bank has seven overseas branches and representatives offices and 175 domestic branches, 4 sub-branches and 5 securities broker (as of apr.",B-CORP I-CORP I-CORP I-CORP,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
5332,d72447c8-a7f1-41b2-990c-5c3ae913c29c,population  of  notburga ,"population  of  notburga notburga , also known as notburga of rattenberg or notburga of eben, was an austrian saint and peasant from tyrol, numerous vitae have been written about her and painted by her where she is depicted with a scythe, she is venerated by the catholic church, having been canonized by pope pius ix.",O O B-LOC,O O B-PER,O O B-PER
51189,a4a5d17d-0bc5-46a1-ad8b-3876096e28ed,login  with  france  3  aquitaine ,"login  with  france  3  aquitaine france , officially the french republic , is a country primarily located in western europe. it also includes overseas regions and territories in the americas and the atlantic, pacific and indian oceans, giving it one of the largest discontiguous exclusive economic zones in the world.",O O B-CW I-CW I-CW,O O B-CORP I-CORP I-CORP,O O B-CORP I-CORP I-CORP
116401,095c3c53-71cf-4f41-a754-cd8fa0dff7ca,archambault  shares ,"archambault  shares archambault, is the largest music retailer in the province of quebec, canada, as well as a major retailer of books, dvds, periodicals, musical instruments, sheet music, games, toys and gift ideas. its e-commerce site, www.archambault.ca, is the largest french-language retail site in north america.",B-CORP I-CORP,B-CORP O,B-CORP O
44664,20b707d4-95c7-49ee-a988-7641237348cf,"newton  published  the  final  version  of  his  theory  in  his  opticks,  or  a  treatise  of  the  reflections,  refractions,  inflections  and  colours  of  light  of  1704  . ","newton  published  the  final  version  of  his  theory  in  his  opticks,  or  a  treatise  of  the  reflections,  refractions,  inflections  and  colours  of  light  of  1704  . newton most commonly refers to:isaac newton , english scientistnewton , si unit of force named after isaac newtonnewton may also refer to:",O O O O O O O O O O B-CW I-CW I-CW I-CW I-CW O O O O O O O O O O O,O O O O O O O O O O B-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW O O O,O O O O O O O O O O B-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW I-CW O O O
6346,f9a166e1-121d-410a-8eb7-a8a78ed5248f,(  espn  classic  continues  to  air  re  runs  of  the  show  )  . ,"(  espn  classic  continues  to  air  re  runs  of  the  show  )  . espn  is an american international basic cable sports channel owned by espn inc., owned jointly by the walt disney company  and hearst communications . the company was founded in 1979 by bill rasmussen along with his son scott rasmussen and ed eagan.",O B-CORP I-CW O O O O O O O O O O,O B-CORP I-CORP O O O O O O O O O O,O B-CORP I-CORP O O O O O O O O O O
2625,5ec59701-9d29-4558-a0f5-67f8dd3a9020,sescoi  official  site ,"sescoi  official  site sescoi is a developer of industrial software for computer-aided manufacturing, enterprise resource planning and extended enterprise productivity. its worknc software is one of the market leaders in the cad/cam field and is used by more than 25% of companies in demanding countries such as japan.",B-GRP O O,B-CORP O O,B-CORP O O
128654,e8e2b580-1355-4fa7-9edb-d1090c498d00,"auguste  lumière  ,  inventor  of  the  motion  picture ","auguste  lumière  ,  inventor  of  the  motion  picture auguste marie louis nicolas lumière  was a french engineer, industrialist, biologist, and illusionist. during 1894–1895, he and his brother louis invented an animated photographic camera and projection device, the cinematograph, which met with worldwide success.",B-PER I-PER O O O O B-CW I-CW,B-PER I-PER O O O O O O,B-PER I-PER O O O O O O
54011,e148722a-8d76-4483-91d1-881359410080,"the  papers  were  produced  using  open  source  software  ,  including  gimp  and  scribus  . ","the  papers  were  produced  using  open  source  software  ,  including  gimp  and  scribus  . scribus  is free and open-source desktop publishing  software available for most desktop operating systems. it is designed for layout, typesetting, and preparation of files for professional-quality image-setting equipment.",O O O O O B-CW O I-CW O O B-CW O B-CW O,O O O O O O O O O O B-CW O B-CW O,O O O O O O O O O O B-CW O B-CW O
160604,7ccd31ed-47b2-4f07-8ef3-b997a68ba3fb,★  jenna  von  oy  blossom  (  nbc  ) ,"★  jenna  von  oy  blossom  (  nbc  ) the national broadcasting company  is an american english-language commercial broadcast television and radio network. the flagship property of the nbc entertainment division of nbcuniversal, a division of comcast, its headquarters are located at comcast building in new york city.",O B-PER O B-CW I-CW O B-CORP O,O B-PER I-PER I-PER B-CW O O O,O B-PER I-PER I-PER B-CW O O O
91691,5e9a6a7c-6f65-4681-a081-6ca2e62247d6,what  is  the  age  of  matt  bahr ,"what  is  the  age  of  matt  bahr matthew david bahr  is a former professional american football placekicker in the national football league , and professional soccer player in the north american soccer league. he attended neshaminy high school in langhorne, pennsylvania where he excelled in both football and soccer.",O O O I-CW O B-PER I-PER,O O O O O B-PER I-PER,O O O O O B-PER I-PER
118588,8b405451-f66a-4425-ade9-083beb5a1377,#  ramones  :  i  wanna  be  sedated  (  joey  ramone  )  –  2  :  29 ,"#  ramones  :  i  wanna  be  sedated  (  joey  ramone  )  –  2  :  29 jeffrey ross hyman , known professionally as joey ramone, was an american musician, best known as the lead singer and a founding member of the punk rock band ramones. his image, voice, and his tenure with the ramones made him a countercultural icon.",O O O B-CW I-CW I-CW I-CW O B-PER I-PER O O O O O,O B-GRP O B-CW I-CW I-CW I-CW O B-PER I-PER O O O O O,O B-GRP O B-CW I-CW I-CW I-CW O B-PER I-PER O O O O O
