ID,lang,sent,labels
868d7439-ac79-46e7-956c-fc1ac16b1996,train,sam  morgan  led  this  ensemble  for  its  recordings  in  1927  . , B-PER  I-PER  O  O  O  O  O  O  O  O  O
f2378e4c-7ade-44af-9915-61f071a3b442,train,"although  the  envelope  is  typically  glass  ,  power  tubes  often  use  ceramic  ,  and  military  tubes  often  use  glass  lined  metal  . ", O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O
261d7e12-e266-4493-bbe3-ce8ec707b235,train,it  flows  into  the  usa  near  friedberg  . , O  O  O  O  B-LOC  O  B-LOC  O
548170c6-d4f9-45e0-b68f-ca53d87e4e3b,train,the  village  is  mentioned  in  the  akbarnama  by  abu'l-fazl  ibn  mubarak  . , O  O  O  O  O  O  B-CW  O  B-PER  I-PER  I-PER  O
d6175de4-850f-4d1c-a9ab-669eed7b130e,train,"born  :  don  king  ,  boxing  promoter  ,  in  cleveland  ,  ohio ", O  O  B-PER  I-PER  O  O  O  O  O  B-LOC  O  B-LOC
c1a2aa6f-5436-4763-b484-692977e57872,train,"cubed  lamb  with  tomato  ,  onion  and  parsley  wrapped  in  phyllo ", O  O  O  O  O  O  O  O  O  O  B-PROD
c1989020-a552-423f-8d3f-63a26af87847,train,"it  borders  the  states  uttar  pradesh  ,  chhattisgarh  ,  maharashtra  ,  gujarat  and  rajasthan  . ", O  O  O  O  B-LOC  I-LOC  O  B-LOC  O  B-LOC  O  B-LOC  O  B-LOC  O
498c2b06-3190-4f33-bded-865db2ebf009,train,this  time  losing  to  john  isner  and  sam  querrey  . , O  O  O  O  B-PER  I-PER  O  B-PER  I-PER  O
330c722b-ad94-4646-a8e8-140d9f59be34,train,rawhide  (  only  for  seven  seasons  from  1959  until  1965  ) , B-CW  O  O  O  O  O  O  O  O  O  O
7143aec2-0a39-49e9-b380-0b5a4997d7fa,train,"ric  ocasek  –  lead  and  backing  vocals  ,  rhythm  guitar  ,  keyboards ", B-PER  I-PER  O  O  O  O  O  O  O  O  O  O
7f020c93-c3de-4c07-ab70-ea43ec3c584f,train,he  is  married  with  three  daughters  and  currently  lives  in  charlottesville  . , O  O  O  O  O  O  O  O  O  O  B-LOC  O
b8d5eae9-13bc-41b2-96b2-e32e6b4b07bb,train,she  is  also  the  younger  sister  of  fellow  big  bust  feature  dancer  and  one  time  porn  actress  lulu  devine  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  O
a4474f50-929c-4e67-9ce1-638a08f979df,train,the  others  are  in  brick  with  stone  and  terracotta  dressings  . , O  O  O  O  O  O  O  O  B-PROD  O  O
c3fc78c0-ecb1-435c-b0d3-4cd4bb73be11,train,"due  to  sally  ′  s  low  ratings  ,  nbc  was  considering  its  cancellation  by  mid  december  1957  . ", O  O  O  O  O  O  O  O  B-CORP  O  O  O  O  O  O  O  O  O
41bff884-d550-4173-bbcd-ae763705641d,train,"he  taught  modeling  at  the  school  of  the  national  academy  of  design  ,  1886  1887  ,  then  at  the  art  students  league  of  new  york  . ", O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O
fd69bcc7-995a-4714-8165-697441597db3,train,sugar  is  mentioned  several  times  in  the  book  . , B-PROD  O  O  O  O  O  O  O  O
41659d1e-7363-4491-8bb5-eb9a280baa5e,train,"in  wheat  ,  triacontanol  is  about  3  4  %  of  the  leaf  wax  .  . ", O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O
4a58f876-7f5e-4a3d-8870-5e426b89177c,train,"his  final  appearance  would  be  in  the  big  budget  musical  ,  the  farmer  takes  a  wife  ,  which  would  be  released  after  his  death  . ", O  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  I-CW  I-CW  O  O  O  O  O  O  O  O  O
95ec0a23-abb0-48e1-a3c8-be5b724ed882,train,"suprunyuk  remained  officially  unemployed  ,  but  made  a  living  driving  his  green  daewoo  lanos  as  an  unlicensed  taxi  . ", O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O
86b70a56-0cd1-424f-9e3a-6129c61b8c02,train,"republic  rc-3  seabee  1945  4  seat  amphibian  ,  1,060  built ", B-PROD  I-PROD  I-PROD  O  O  O  O  O  O  O
86eb5603-23b8-4bb0-8014-6ccc1752a30d,train,sackville  was  elected  a  fellow  of  the  royal  society  in  1665  . , O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  O
3ba672bb-9136-4a72-ac40-accb1613807e,train,"in  the  latter  part  of  2003  ,  the  band  released  their  debut  single  ,  darts  of  pleasure  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  O
e24e280a-c9de-4dd5-afc1-614b65adc1f3,train,it  was  described  by  ernst  friedrich  germar  in  1824  . , O  O  O  O  B-PER  I-PER  I-PER  O  O  O
80f6d8af-5a0a-4243-9bbd-3e461a0d860a,train,"mark  knopfler  of  dire  straits  appears  throughout  the  album  ,  providing  rhythm  guitar  and  lead  fills  . ", B-PER  I-PER  O  B-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O  O  O
d276973c-630e-4c4f-9dd4-b1b1a0159c75,train,a  form  of  bread  in  which  potato  replaces  a  portion  of  the  regular  wheat  flour  . , O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O
2f8d1da3-ff85-4bab-8d5c-b59e2662c9db,train,"t'keyah  crystal  keymáh  ,  actress  ,  that's  so  raven  ,  cosby  ,  in  living  color ", B-PER  I-PER  I-PER  O  O  O  B-CW  I-CW  I-CW  O  B-CW  O  B-CW  I-CW  I-CW
424d2f5d-65f4-4cf3-9885-817ee41b021e,train,in  2017  fact  magazine  also  listed  it  as  one  of  the  100  best  video  game  soundtracks  of  all  time  . , O  O  B-CW  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
27e26f9d-df58-416b-949c-7db0d955d9ca,train,the  series  was  collected  into  trade  paperback  : , O  O  O  O  O  B-CW  I-CW  O
7fa93be7-e068-4d60-9b7e-6ad67a399228,train,"he  was  a  prominent  proponent  of  the  disputed  claim  that  the  use  of  depleted  uranium  in  munitions  causes  cancers  ,  birth  defects  and  other  pathologies  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O
7a285229-df13-43e8-ab95-971a28f8c884,train,it  is  the  hometown  of  rugby  viadana  . , O  O  O  O  O  B-GRP  I-GRP  O
25f04ef2-1982-4df9-b6c8-c7660100d3ca,train,he  was  an  national  collegiate  athletic  association  boxing  champion  . , O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  O  O  O
a5755ad1-1997-49d1-99ff-007499132c26,train,"he  restored  roads  and  bridges  ,  complete  the  walls  of  oristano  and  her  defensive  towers  ,  and  constructed  a  new  archiepiscopal  palace  . ", O  O  O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  O  O  O  O  O  O
e893d206-f5c6-4437-ba35-91758dd73389,train,outstanding  dramatic  series  kraft  television  theatre , O  O  O  B-CW  I-CW  I-CW
18e88fd2-1e3c-4144-8635-61eb44d681c4,train,"1959  :  the  green  mare  ,  directed  by  claude  autant-lara ", O  O  B-CW  I-CW  I-CW  O  O  O  B-PER  I-PER
b1897d2f-1326-4beb-a2b2-a0883313b3b2,train,he  died  in  1930  in  isfahan  . , O  O  O  O  O  B-LOC  O
4cc94d7e-ca38-4b4f-9380-8c1cce7dc2e7,train,"on  the  review  aggregator  rotten  tomatoes  ,  the  film  has  an  approval  rating  of  74  %  based  on  297  reviews  and  an  average  rating  of  6.75  /  10  . ", O  O  O  O  B-CORP  I-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
19fb6810-7425-4041-9c61-91b8e0a4109a,train,3  unitary  authority  of  england  had  all  of  their  seats  up  for  election  . , O  B-LOC  I-LOC  I-LOC  I-LOC  O  O  O  O  O  O  O  O  O
34aaa07f-a47c-44ee-83e5-be6cee51dec9,train,"with  more  than  10,000  works  on  display  ,  the  museum  is  a  testimony  to  the  history  and  cinematic  activity  in  odessa  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  O
5f06f35b-c291-429b-96e3-6bcea6824bdc,train,"the  difference  is  in  an  unusual  arrangement  of  this  concept  ,  where  large  glass  panels  make  this  mosque  more  integrated  with  the  rest  of  the  building  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O
36fd1989-6ff8-4da8-b857-4319546d8ec6,train,"grimsby  –  cocaine  ,  heroin ", B-CW  O  O  O  O
114656d1-a28d-46db-b36b-8aa64f5268db,train,"red  team  :  aimyon  ,  daoko  ,  kana  nishino  ,  yumi  matsutoya  ,  yoshiki  ft  sarah  brightman ", O  O  O  B-PER  O  B-PER  O  B-PER  I-PER  O  B-PER  I-PER  O  B-PER  O  B-PER  I-PER
744fe979-2074-4610-82aa-9f29cbcdf6a0,train,"the  original  complex  included  two  supermarkets  and  two  variety  stores  ,  plus  a  belk  department  store  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  O  O  O
19b56aad-a671-40f1-9390-e4c7887efedf,train,the  main  commerce  clause  within  the  treaty  was  the  recognition  of  the  ostend  company  . , O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  O
d70af0ba-5ad9-47a0-a228-e7bf428af980,train,"the  azimuth  axis  is  an  inverted  circular  cone  ,  the  apex  of  which  is  supported  by  a  thrust  bearing  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  I-PROD  O
420cf408-e1e7-4d08-9f55-f9ce21e83c44,train,"during  this  phase  of  the  war  ,  he  filmed  some  of  his  most  famous  sequences  ,  some  at  salamaua  and  ,  most  notably  ,  those  used  in  kokoda  front  line!  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  O
e135272d-49ca-4c48-8346-3c861df29997,train,"they  had  a  daughter  ,  caron  keating  ,  and  two  sons  . ", O  O  O  O  O  B-PER  I-PER  O  O  O  O  O
41bae137-92d5-4f9c-9197-28b425ddeb11,train,"route  265  is  a  long  local  highway  in  northwestern  new  brunswick  ,  canada  . ", O  O  O  O  O  O  O  O  O  B-LOC  I-LOC  O  B-LOC  O
dff312fc-bf01-4486-9fb2-9d99ef509431,train,"he  withdrew  from  the  university  in  2011  to  finish  his  charitable  work  ,  pursue  stand  up  ,  and  learn  more  about  startup  company  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  O
c20a2d1e-ee87-4944-b44f-0fd9162e6408,train,"grey  gardens  –  doug  wright  ,  scott  frankel  ,  and  michael  korie ", B-CW  I-CW  O  B-PER  I-PER  O  B-PER  I-PER  O  O  B-PER  I-PER
bd2def15-912b-4f71-9b70-7dc7e37389c9,train,"the  final  rankings  for  entries  placing  between  10th  position  and  4th  position  were  never  revealed  ,  although  avvenire  later  published  an  article  listing  televote  results  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  O  O  O  O  O  O  O  O
65849833-1ec2-478e-961e-010d4e88102a,train,she  would  later  serve  as  a  delegate  to  the  international  luge  federation  (  fil  )  in  the  late  1980s  . , O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O
bbab813b-f5f3-430d-b67d-f74473775504,train,"merfyn  ap  rhodri  ,  king  of  kingdom  of  powys  (  approximate  date  ) ", B-PER  I-PER  I-PER  O  O  O  B-LOC  I-LOC  I-LOC  O  O  O  O
88d0d1fc-141d-4467-8848-b5b475388be5,train,the  house  was  listed  on  the  national  register  of  historic  places  in  1989  . , O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O
5b77526a-e32d-4b0f-b30c-0ba2bf915594,train,"padrai  (  as  known  as  pindrai  )  is  village  under  pindra  ,  varanasi  ,  uttar  pradesh  . ", O  O  O  O  O  O  O  O  O  O  B-LOC  O  B-LOC  O  B-LOC  I-LOC  O
6811a32f-f840-4476-a1c6-d9344253d9c2,train,"moselle  's  6th  constituency  :  cartography  ,  french  national  assembly ", O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP
1c2c4f71-6e7e-49ae-8263-831fcf8ad6e2,train,"major  vendors  and  service  providers  ,  such  as  accenture  ,  are  part  of  it  . ", O  O  O  O  O  O  O  O  B-CORP  O  O  O  O  O  O
f7afdfb2-192b-4f43-a6ee-dc67f0cc45f3,train,the  concept  was  flight  tested  successfully  on  the  ad-1  . , O  O  O  O  O  O  O  O  B-PROD  O
5caab47c-a2b7-4037-a3f3-4de1c0d238c6,train,"beginning  in  1865  ,  he  bought  refineries  ,  railroads  ,  pipelines  ,  and  oilfields  and  ruthlessly  eliminated  competition  to  his  standard  oil  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  O
78359b64-830e-4f38-a8d3-7bdb10d05143,train,"her  daughter  soon  left  her  mother  at  the  advice  of  her  fiancé  ,  the  duke  of  schleswig-holstein  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  O
1bbc42f1-c536-4853-8c16-07fb1c321ca4,train,"this  means  less  wear  ,  though  there  is  still  physical  contact  (  unlike  laserdisc  )  so  some  wear  would  still  occur  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O
195ab61e-c355-461b-a70e-3895c37e082a,train,,
aaacbf59-e098-4004-a04d-5d80229b2f93,train,"the  brand  still  exists  though  ,  and  belongs  to  the  department  for  transport  . ", O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
fa100855-d682-4831-9a20-aaa9bea77212,train,it  was  described  by  stephan  von  breuning  in  1953  . , O  O  O  O  B-PER  I-PER  I-PER  O  O  O
a3b93028-92ca-410a-ae33-4e1ed3303d67,train,"he  was  famed  for  his  ludwig  van  beethoven  recitals  of  the  1950s  and  was  a  distinguished  teacher  ,  teaching  at  the  juilliard  school  from  1952  to  1964  . ", O  O  O  O  O  B-PER  I-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O  O  O  O  O
0825b653-c65d-4986-a602-081b1c856da7,train,he  got  his  first  start  two  weeks  later  in  a  1  –  0  win  at  barnsley  f.c.  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O
9e488b23-25ee-4bf4-ba3c-06b834da7929,train,she  also  wrote  that  zulfiqar  ali  bhutto  was  tried  by  his  own  judges  and  convicted  of  murder  . , O  O  O  O  B-PER  I-PER  I-PER  O  O  O  O  O  O  O  O  O  O  O
20e94f56-259d-4031-9080-103e6f0c9ea4,train,theologians  such  as  john  shelby  spong  and  paul  tillich  have  embraced  thinking  that  is  non  secular  naturalist  . , O  O  O  B-PER  I-PER  I-PER  O  B-PER  I-PER  O  O  O  O  O  O  O  O  O
466c0c9c-d054-4b79-903c-c990e945ff46,train,hook  &  loop  (  velcro  )  beats  truck , O  O  O  O  B-CORP  O  O  O
4a308136-8127-482e-adf7-c023dcf50a24,train,the  first  prize  was  awarded  to  two  acts  :  gunnar  graps  magnetic  band  and  mashina  vremeni  . , O  O  O  O  O  O  O  O  O  B-PER  I-PER  B-CORP  I-CORP  O  B-GRP  I-GRP  O
e293eddc-70af-411d-ad32-ec327f7a4ace,train,the  sponsor  of  the  league  is  to  be  gazprom  . , O  O  O  O  O  O  O  O  B-CORP  O
1ce73c70-e331-45ae-bfa3-05f1a8f1a72f,train,"the  horn  parts  became  separated  from  the  main  score  ,  and  were  omitted  from  the  1802  edition  by  breitkopf  &  härtel  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  I-CORP  O
10752cb3-50b4-41c1-b626-1ab2d003d634,train,"total  wealth  (  trillions  usd  )  ,  credit  suisse  ]  ] ", O  O  O  O  O  O  O  B-CORP  I-CORP  O  O
b8983a7e-167f-4ed8-a6d0-c7ebfa8ba3bd,train,"a  slightly  smaller  island  in  the  group  ,  vanua  lava  , ", O  O  O  O  O  O  O  O  B-LOC  I-LOC  O
5b7a2c05-0755-4e34-ad6d-c5b894dbe9be,train,the  station  is  operated  by  the  türkmendemirýollary  . , O  O  O  O  O  O  B-CORP  O
dcc5f20d-b495-43ec-af06-1ad990cee63f,train,for  much  of  his  career  he  was  a  professor  of  social  and  political  theory  at  the  university  of  buckingham  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
66b7109e-fccf-412b-bf3b-b009581a6965,train,the  operating  system  exception  or  fault  handler  will  then  usually  terminate  the  application  that  caused  the  fault  . , O  B-CW  I-CW  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
f3a1ec78-7e58-44f9-afb0-e1131eca7fb0,train,"linda  di  chamounix  (  vienna  ,  1842  )  ,  with  a  libretto  by  gaetano  rossi  (  1774  1855  ) ", B-CW  I-CW  I-CW  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  O  O  O  O
5f2694f8-9dbc-4133-b346-d42282e55fa6,train,it  is  located  south  of  the  capital  city  of  owerri  . , O  O  O  O  O  O  O  O  O  B-LOC  O
b970f943-a6bb-47d3-8750-9748b97dae81,train,this  was  known  as  the  national  wrestling  alliance  (  nwa  )  . , O  O  O  O  O  B-CORP  I-CORP  I-CORP  O  O  O  O
bee68194-3c19-4655-a81f-6fb757dfa89e,train,"the  result  was  a  victory  for  the  social  democratic  party  of  austria  ,  which  won  90  of  the  183  seats  . ", O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O  O
05dd5a4a-ef1b-46c3-b139-adf0f5cf493c,train,salahi  rents  out  his  home  on  airbnb  . , O  O  O  O  O  O  B-CORP  O
209ff911-e0bb-4031-8cc9-44ddf8bdb0a1,train,this  was  in  total  disregard  to  the  national  wrestling  alliance  (  nwa  )  and  its  territory  system  . , O  O  O  O  O  O  O  B-CORP  I-CORP  I-CORP  O  O  O  O  O  O  O  O
e37ba226-2e2b-4696-ad07-fe1a95f43410,train,"she  resigned  her  post  in  favour  of  her  niece  ,  the  victoire  de  rohan  . ", O  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  I-PER  O
da124399-1536-4b90-be29-130767284b75,train,he  went  on  to  become  director  of  racing  for  british  cycling  . , O  O  O  O  O  O  O  O  O  B-CORP  I-CORP  O
5a1d2f5b-08ff-4a83-acd5-faeaa143a3d4,train,in  1941  he  toured  with  coleman  hawkins  to  memphis  . , O  O  O  O  O  B-PER  I-PER  O  B-LOC  O
fec20911-f0a6-469b-be6d-7ed8ebe64501,train,"it  would  be  released  years  later  in  1996  ,  under  the  title  i'm  a  rainbow  . ", O  O  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  O
0957fc58-4000-41fe-b191-2570fbd65284,train,"as  a  result  ,  the  two  brothers  made  peace  with  each  other  and  to  mark  this  a  colossal  stupa  was  erected  on  the  battlefield  where  they  had  fought  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  O  O  O  O
1b6e17ff-85ce-4b47-a670-348cdd7e5130,train,"for  example  ,  the  1922  film  sherlock  holmes  was  eventually  discovered  ,  but  some  of  the  footage  is  still  missing  . ", O  O  O  O  O  O  B-CW  I-CW  O  O  O  O  O  O  O  O  O  O  O  O  O
125ce6c8-215a-4e00-bb44-8de3613e14d0,train,the  majority  of  the  island  has  a  sandy  loam  soil  not  enough  to  support  a  forest  . , O  O  O  O  O  O  O  O  B-PROD  O  O  O  O  O  O  O  O
229ec812-2cb7-4586-91d0-486f27ec4d47,train,the  new  york  times  described  the  film  as  too  poorly  made  to  entertain  . , B-GRP  I-GRP  I-GRP  I-GRP  O  O  O  O  O  O  O  O  O  O
78417741-e3a9-4235-9151-53f39d866308,train,the  house  was  listed  on  the  national  register  of  historic  places  in  1982  . , O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  I-GRP  I-GRP  O  O  O
2c5bedc3-97b0-4091-ad65-18fa518c933b,train,"ronald  riley  (  born  1947  )  ,  field  hockey  player ", B-PER  I-PER  O  O  O  O  O  O  O  O
5157b372-6003-4e84-8f00-835588678d0a,train,myasishchev  was  born  in  latvia  . , O  O  O  O  B-LOC  O
aefff974-6a10-4fc4-b52a-752e67c44989,train,"the  road  then  passes  straight  through  the  heart  of  lexington  ,  including  past  the  university  of  kentucky  (  uk  )  and  transylvania  university  . ", O  O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  B-GRP  I-GRP  I-GRP  O  O  O  O  B-GRP  I-GRP  O
9e1ed50f-c1a7-49cd-9f0a-c07d462757b6,train,"it  is  also  working  with  egis  group  ,  a  rigid  plastics  film  producer  ,  on  the  encapsulation  of  the  cells  . ", O  O  O  O  O  B-CORP  I-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O  O
28dd1f09-0ae4-496c-bdb6-2214b826b7d1,train,,
cd20371a-de3b-48e4-8c23-dfa587de6dba,train,then  came  the  trials  of  oscar  wilde  starring  peter  finch  . , O  O  B-CW  I-CW  I-CW  I-CW  I-CW  O  B-PER  I-PER  O
c340b575-2729-4d6e-88b2-80133a30db91,train,it  was  released  in  1993  on  a&m  records  . , O  O  O  O  O  O  B-CORP  I-CORP  O
303d500d-9d75-463d-a6c2-30754b68b311,train,"kim  clijsters  defeating  mary  pierce  ,  6  –  3  ,  6  –  1 ", B-PER  I-PER  O  B-PER  I-PER  O  O  O  O  O  O  O  O
f037eea2-2da2-44d0-be05-1139f9859401,train,"in  those  times  ,  the  drink  was  a  highly  valued  gift  item  ,  in  the  same  vein  as  jam  and  fruit  preserves  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PROD  O  O  O  O
d81cc1d4-584d-4678-a24b-796b5600e923,train,gorgon  is  a  non  playable  boss  character  in  marvel  puzzle  quest  . , O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  O
ec3f3e63-110b-43b9-a718-6d650d7ed9d7,train,she  eventually  obtained  a  in  bioanalytical  chemistry  from  the  university  of  alberta  . , O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  I-GRP  O
70a5e7ae-6327-4eb9-92a2-89c2040741e4,train,"in  an  interview  with  ign  ,  he  further  explained  , ", O  O  O  O  B-CORP  O  O  O  O  O
f4054264-1dfa-4e5f-8040-e934c6ec0a58,train,the  band  were  also  named  as  one  of  the  most  likely  breakout  acts  of  2009  by  the  bbc  . , O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-CORP  O
79d6b8a1-b1ff-4ead-a95b-7867383396d6,train,grenville  carried  a  maximum  of  of  fuel  oil  that  gave  her  a  range  of  at  . , O  O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O  O
f508fa8a-5a9f-4ef2-b3f7-955df719943a,train,"on  rotten  tomatoes  ,  the  film  is  rated  46  %  ,  indicating  marginally  rotten  reviews  . ", O  B-CORP  I-CORP  O  O  O  O  O  O  O  O  O  O  O  O  O
87f8c95b-bf90-4364-89ef-89f26e5af758,train,she  also  served  as  guest  judge  on  the  17th  season  of  america's  next  top  model  . , O  O  O  O  O  O  O  O  O  O  O  B-CW  I-CW  I-CW  I-CW  O
cbf3718b-430f-44d7-b827-46e18d179948,train,"during  1948  twenty  lms  class  4  2-6-0  tender  engines  were  completed  ,  twenty  seven  followed  in  1949  ,  with  twenty  four  in  1951  ,  followed  by  a  single  locomotive  in  early  1952  . ", O  O  O  B-PROD  I-PROD  I-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
90c669d1-4680-4559-bbcb-fc0f019c382a,train,"a  loaded  12  gauge  ,  semi-automatic  shotgun  was  recovered  at  the  scene  ,  along  with  ammunition  that  was  found  in  powder  ’s  pockets  . ", O  O  O  O  O  B-PROD  I-PROD  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O
0c1fd1e8-6920-4eec-aec3-60561c3311b9,train,the  command  has  also  been  ported  to  the  ibm  i  operating  system  . , O  O  O  O  O  O  O  O  B-CW  I-CW  O  O  O
5ea3fc5c-577f-40cb-931e-3d2a8c4a290c,train,some  villagers  wear  amulet  or  use  other  folk  practices  to  protect  themselves  from  harm  . , O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O
4b3d6a1a-712e-4af5-9951-b96d8490841b,train,the  graham  norton  show  –  2  episodes , B-CW  I-CW  I-CW  I-CW  O  O  O
d78fe360-dcb0-4799-8d9b-1cf1c78dd207,train,2004  –  mikhail  glinka  a  life  for  the  tsar  at  the  mariinsky  theatre  . , O  O  B-PER  I-PER  B-CW  I-CW  I-CW  I-CW  I-CW  O  O  B-LOC  I-LOC  O
a63ca432-6a9f-46a8-b5d6-d06f0fe2b70a,train,"in  1924  –  33  ,  he  studied  sculpture  in  vienna  ,  berlin  and  paris  . ", O  O  O  O  O  O  O  O  O  B-LOC  O  B-LOC  O  B-LOC  O
efe07225-c076-431f-a7f9-99d4430d0d25,train,alongside  big  names  such  as  håkan  hellström  and  laleh  pourkarim  . , O  O  O  O  O  B-PER  I-PER  O  B-PER  I-PER  O
16291b7e-8324-4f63-af5e-7e28193dd0e6,train,died  at  age  80  in  greenwich  . , O  O  O  O  O  B-LOC  O
42e7afcd-edc2-4dbb-ba50-287612948c0c,train,"he  studied  music  and  composed  some  pieces  ,  which  he  dedicated  to  the  actress  kate  terry  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-PER  I-PER  O
1b3f48be-2c03-42bb-b5a4-e3e00e878252,train,classified  is  the  second  sweetbox  album  and  the  first  album  to  feature  jade  villalon  as  the  frontwoman  and  songwriter  . , O  O  O  O  B-GRP  O  O  O  O  O  O  O  B-PER  I-PER  O  O  O  O  O  O
37ebc58a-3835-4da9-bc32-e3e6036b8e48,train,"he  joined  the  insurance  business  ,  and  also  became  interested  in  politics  :  he  joined  the  labour  party  . ", O  O  O  B-PROD  O  O  O  O  O  O  O  O  O  O  O  O  B-GRP  I-GRP  O
f71ba19b-aa76-450a-b9b7-fff22c43d616,train,"wadjda  tells  the  story  of  a  10  year  old  girl  growing  up  in  the  suburbs  of  riyadh  ,  who  dreams  of  owning  and  riding  a  green  bicycle  . ", O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-LOC  O  O  O  O  O  O  O  O  O  O  O
e0635903-f755-4a9c-a929-153d5a617935,train,in  1927  a  hybrid  between  robusta  and  arabica  was  found  in  timor  . , O  O  O  O  O  O  O  O  O  O  O  B-LOC  O
cadefed6-e722-40b6-840b-cbe9c4400782,train,"others  (  including  slovaks  ,  germans  ,  etc  .  )  =  35 ", O  O  O  B-PER  O  B-PER  O  O  O  O  O  O
8312bd4b-3d05-4369-a753-eab3bfc25c11,train,"it  was  practiced  and  developed  by  saint  mechtilde  ,  gertrude  the  great  and  bridget  of  sweden  . ", O  O  O  O  O  O  B-PER  I-PER  O  B-PER  I-PER  I-PER  O  B-PER  I-PER  I-PER  O
ae66d2bd-d565-4c55-967c-fc4c3d21813b,train,1974  :  tonino  guerra  &  federico  fellini  –  amarcord , O  O  B-PER  I-PER  O  B-PER  I-PER  O  B-CW
